url,namn,annat_namn,kategori,muggnummer,tillverkad,tema,varumarke,designer,vikt,volym,material,bildfil
https://www.mukify.com/sv/arabia-muminmugg-filifjonkan-2004-2013,Filifjonkan,,Muminmugg,24,2004–2013,Karaktärer,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-filifjonkan-2004-2013.jpg
https://www.mukify.com/sv/arabia-muminmugg-familjen-2002-2009-2011,Familjen,,Muminmugg,23,2002–2009,,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-familjen-2002-2009-2011.jpg
https://www.mukify.com/sv/arabia-muminmugg-snusmumriken-2002-2014,Snusmumriken,,Muminmugg,22,2002–2014,Karaktärer,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-snusmumriken-2002-2014.jpg
https://www.mukify.com/sv/arabia-muminmugg-sniff-2002-2008,Sniff,,Muminmugg,21,2002–2008,Karaktärer,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-sniff-2002-2008.jpg
https://www.mukify.com/sv/arabia-muminmugg-stinky-2001-2021,Stinky,,Muminmugg,20,2001–2021,,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-stinky-2001-2021.jpg
https://www.mukify.com/sv/arabia-muminmugg-snorkfroken-2001-2012,Snorkfröken,,Muminmugg,19,2001–2012,Karaktärer,Arabia,Kaj Franck,,,Vitroporslin,mug_images/arabia-muminmugg-snorkfroken-2001-2012.jpg
https://www.mukify.com/sv/arabia-muminmugg-millennium-1999-2000,Millennium,,Muminmugg,18,1999–2000,Special produkter,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-millennium-1999-2000.jpg
https://www.mukify.com/sv/arabia-muminmugg-lilla-my-glider-1999-2007-2011,Lilla My glider,,Muminmugg,17,1999–2007,Karaktärer,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-lilla-my-glider-1999-2007-2011.jpg
https://www.mukify.com/sv/arabia-muminmugg-mumintrollet-pa-isen-1999-2012,Mumintrollet på isen,,Muminmugg,16,1999–2012,Karaktärer,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-mumintrollet-pa-isen-1999-2012.jpg
https://www.mukify.com/sv/arabia-muminmugg-muminmamman-och-baren-1999-2013,Muminmamman och bären,,Muminmugg,15,1999–2013,Karaktärer,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-muminmamman-och-baren-1999-2013.jpg
https://www.mukify.com/sv/arabia-muminmugg-muminpappan-funderar-1999-2013,Muminpappan funderar,,Muminmugg,14,1999–2013,Karaktärer,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-muminpappan-funderar-1999-2013.jpg
https://www.mukify.com/sv/arabia-muminmugg-julhalsning-1997-2002,Julhälsning,,Muminmugg,13,1997–2002,,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-julhalsning-1997-2002.jpg
https://www.mukify.com/sv/arabia-muminmugg-karlek-1996,Kärlek,,Muminmugg,12,1996–,,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-karlek-1996.jpg
https://www.mukify.com/sv/arabia-muminmugg-kontor-1996-2002,Kontor,,Muminmugg,11,1996–2002,90-talet,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-kontor-1996-2002.jpg
https://www.mukify.com/sv/arabia-muminmugg-fred-1996-2002,Fred,,Muminmugg,10,1996–2002,90-talet,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-fred-1996-2002.jpg
https://www.mukify.com/sv/arabia-muminmugg-ritning-1996-2002,Ritning,,Muminmugg,9,1996–2002,90-talet,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-ritning-1996-2002.jpg
https://www.mukify.com/sv/arabia-muminmugg-mugg-morkrosa-1991-1999,Mugg mörkrosa,Muminmamma,Muminmugg,8,1991–1999,90-talet,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-mugg-morkrosa-1991-1999.jpg
https://www.mukify.com/sv/arabia-muminmugg-mugg-morkgul-1991-1999,Mugg mörkgul,Lilla My,Muminmugg,7,1991–1999,90-talet,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-mugg-morkgul-1991-1999.jpg
https://www.mukify.com/sv/arabia-muminmugg-mugg-morkgron-1991-1996,Mugg mörkgrön,Mumintrollet,Muminmugg,6,1991–1996,90-talet,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-mugg-morkgron-1991-1996.jpg
https://www.mukify.com/sv/arabia-muminmugg-mugg-morkbla-1991-1999,Mugg mörkblå,"Muminpappan, Flaskpost",Muminmugg,5,1991–1999,90-talet,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-mugg-morkbla-1991-1999.jpg
https://www.mukify.com/sv/arabia-muminmugg-mugg-gul-1990-1996,Mugg gul,Muminmamma,Muminmugg,4,1990–1996,90-talet,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-mugg-gul-1990-1996.jpg
https://www.mukify.com/sv/arabia-muminmugg-mugg-rosa-1990-1993,Mugg rosa,Rosa seriemuggen,Muminmugg,3,1990–1993,90-talet,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-mugg-rosa-1990-1993.jpg
https://www.mukify.com/sv/arabia-muminmugg-mugg-bla-1990-1996,Mugg blå,Målande Mumin,Muminmugg,2,1990–1996,90-talet,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-mugg-bla-1990-1996.jpg
https://www.mukify.com/sv/arabia-muminmugg-mugg-gron-1990-1993,Mugg grön,Gröna serie muggen,Muminmugg,1,1990–1993,90-talet,Arabia,Kaj Franck,250 g,300 ml,Vitroporslin,mug_images/arabia-muminmugg-mugg-gron-1990-1993.jpg
